Smiles,IC50_nM
COC(=O)[C@@H]1O[C@@H]2O[C@H]1C(=S)N(Cc1ccccc1)[C@H]2Cc1ccccc1,2600
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCN(C(C)=O)CC3)C2=O)cc1,2600
NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(Br)c2)C2=NCCCN12,2600
NC1=NC(CF)(c2cccc(NC(=O)c3ccc(Cl)cn3)n2)COC1,2600
CC1(C)Oc2ccc(-c3cccnc3Cl)cc2C2(COC(N)=N2)C12COC2,2610
CC1=NC2(N=C1N)c1cc(Br)ccc1CC21CCC(C(F)F)CC1,2610
CC1=NC2(N=C1N)c1cc(C#CC(C)(C)C)ccc1CC21CCC1,2610
Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,2620
NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21CC1,2620
Cc1cccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)c1,2640
O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)N1CCN(c2ccccn2)CC1,2640
Fc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)c(F)c1,2648
CN1C(=O)C(c2ccccc2)(c2ccncc2)N=C1N,2679.17
Oc1ccccc1/C=N/C1CCN(Cc2ccccc2)CC1,2700
CC#Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)ccn1,2710
CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2nccc(=O)[nH]2)=N1,2710
CC1(C)Oc2ccc(-c3ccccc3OC(F)(F)F)cc2C2(COC(N)=N2)C12COC2,2720
COC[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O[C@@H]2C[C@@H]21,2740
COc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c(F)cn1,2740
NC1=N[C@@](c2cc(NCC3CCC3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,2740
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc4[nH]ccc4c3)[C@@H]2O)c1,2750
CC1(c2cccc(OCCCc3ccccc3)c2)CCSC(N)=N1,2800
Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)cnc1F,2800
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CCN2)c1,2800
CN1C(=N)NC(c2cccc(-c3cccc(Cl)c3)c2)(C2CCC2)C1=O,2800
COc1ccc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)cc1Br,2800
COc1cccc(-c2cccc(C3(c4ccncc4)N=C(C)C(N)=N3)c2)c1,2800
CSc1ccc2c(O)c(C(=O)Nc3ccc(N(CCO)CCO)cc3)cnc2c1,2810
N#Cc1cnc2c(Nc3ccc(Cl)c([C@]4(C(F)F)N=C(N)O[C@H]5C[C@H]54)c3)ncc(F)c2c1,2815
CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)C(=O)O)=N1,2840
NC1=N[C@@](c2cc(NCc3ccc(Cl)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,2845
CCCC(=O)Nc1cccc(C2(C3CCCCC3)N=C(N)N(C)C2=O)c1,2850
N#Cc1cnc2c(c1)CCC[C@H]2Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,2855
COc1cccc(CNC2CCN(Cc3ccccc3)C2)c1OC,2856
C[C@H](F)c1nc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)co1,2880
c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,2900
CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)n1,2900
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccsc2)C(=O)O)=N1,2900
CC1(c2cccc(OCC(=O)Nc3ccc(Cl)cc3)c2)CCSC(N)=N1,2900
CC1=N[C@@]2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,2900
CN(c1cc2cc(c1)C(=O)NC(CO)Cc1cccc(c1)OCCNC2=O)S(C)(=O)=O,2900
CN1C(=O)C[C@@](C)([C@@H]2C[C@H]2c2cccc(/C=C/c3ccccc3)c2)N=C1N.O=C(O)C(F)(F)F,2900
COc1cc([N+](=O)[O-])cnc1Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,2900
COc1cc(Br)cnc1C(=O)Nc1cc(C2(C(F)F)COCC(N)=N2)c(F)cc1F,2900
COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2cccc(O)c2OC)cc1O,2900
Fc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(F)c1,2900
NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21COC1,2900
COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1OC,2910
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccccc2C(F)(F)F)CO1,2920
NC1=N[C@](CF)(c2cc(C#Cc3ccc(OC(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,2960
O=C(N/N=C/c1ccc(Cl)cc1)N1CCN(c2ccccn2)CC1,2960
NC1=NC2(CO1)c1cc(-c3cncc(C(F)(F)F)c3)ccc1OC1(CCC1)C21COC1,2970
N#Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C4CCOCC4)C3=O)c2)c1,2980
C[C@H]1SC(N)=N[C@@]2(c3cc(-c4cncnc4)ccc3F)COCC[C@@H]12,3000
Cc1cc2nc(-c3cnc(N)s3)c(-c3cnc(N)s3)nc2cc1C,3000
Cc1nc(N/C(=N\C(=O)Nc2ccccc2)NC(=O)Nc2ccccc2)nc2ccccc12,3000
CCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,3000
CCN(CCCCCCNC1=CC(=O)c2ccccc2C1=O)Cc1ccccc1OC,3000
Clc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(Cl)c1,3000
COc1cc(N)cnc1Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,3000
COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1O,3000
N#Cc1ccc(C(=O)Nc2cc(C3(C(F)F)COCC(N)=N3)c(F)cc2F)nc1,3000
N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1Cl,3000
C[C@]1(c2cc(NC(=O)c3cnc(NC4CC4)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,3020
COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2F)nc1,3038.9
CNC(=O)c1cc(F)cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c1,3040
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2csc(CC(C)(C)C)n2)CC1,3050
NC1=N[C@@](c2cc(N[C@H]3CCCc4cc(Br)cnc43)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,3070
CN1C(=O)CC2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1OC1CC3(CC[C@@H]12)OCCO3,3083.85
COc1ccc(C2(c3ccccc3)N=C(N)N(C)C2=O)cc1,3100
NC1=N[C@](CF)(c2cc(C#Cc3ccc4cc[nH]c4c3)ccc2F)C[C@@H](C(F)(F)F)O1,3100
O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1cccc(Br)c1,3100
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(N)N(CC(F)(F)F)C1=O,3106
CCCS(=O)(=O)N1C[C@H](Nc2nc3cc(F)ccc3[nH]2)[C@@H](OC(=O)c2ccc(N(C)C)cc2)C1,3150
[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)C2(CCC(OC)CC2)C3(C)C)c1,3156.5
COCCOc1cnc(C(=O)Nc2cccc(CNc3cccnc3N)c2)cn1,3176
C[C@@]1(c2cc(Nc3ccccc3OCC(F)(F)F)ccc2F)COCC(N)=N1,3200
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(C(C)C)c1,3200
CC1=NC2(CCOc3ccc(-c4cc(C)cc(C)c4)cc32)N=C1N,3200
Cc1ccc2[nH]c(N[C@H]3CNC[C@@H]3OC(=O)c3ccc(-c4ccccc4)cc3)nc2c1,3200
Clc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,3200
COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2c[nH]c(N)n2)cc1F,3200
COc1ccc2c(c1)CCC2(Cc1cc([N+](=O)[O-])ccc1OC)c1cn(C)c(N)n1,3200
COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,3200
COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,3200
c1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,3220
CC1(C)Oc2ccc(-c3cccc4cc[nH]c34)cc2C2(COC(N)=N2)C12COC2,3230
COc1ccc(C2C(C#N)=C(N)N3C(=C2C#N)Sc2ccccc23)cc1,3239
COCc1cc(NC(=O)c2ccc(C)cc2)cc(C2(C)CCSC(N)=N2)c1,3239
CC1(C)Oc2ccc(-c3cccc4cccnc34)cc2C2(COC(N)=N2)C12COC2,3240
COc1cc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc(OC)c1OC,3240
CCCCOC(=O)C[C@](C)(N[S@+]([O-])C(C)(C)C)c1cc(Br)ccc1F,3260
Cc1cccc(/C=N/C2CCN(Cc3ccccc3)CC2)c1,3300
CCCN(CCC)C(=O)c1cccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)c1,3300
CCOc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,3300
COc1ccc2c(c1)CCC2(Cc1ccc(C(F)(F)F)nc1)c1cn(CCCO)c(N)n1,3300
COc1cccc(-c2cccc([C@@H]3C[C@H]3[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1.O=C(O)C(F)(F)F,3300
CS(=O)(=O)n1ccc2ccc(/C=C/C(=O)CC(=O)/C=C/c3ccc(O)cc3)cc21,3300
N#Cc1ncccc1-c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2,3310
C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@@H]3C(=O)[C@@H](O)[C@]2(C)[C@H]2C(=O)O[C@](C)(C(=O)OC)C(=O)[C@]12C,3320
[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCC(NCC(F)(F)F)CC2)C3)c1,3322.6
CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1C21N=C(C)C(N)=N1,3330
CC(C)c1cccnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,3345
COc1cnc2c(Nc3ccc(F)c([C@@]4(C)N=C(N)O[C@H]5C[C@H]54)c3)nccc2c1,3345
CC1(C)Oc2ccc(-c3ccc4[nH]ccc4c3)cc2C2(COC(N)=N2)C12COC2,3350
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2n[nH]c(=O)[nH]2)=N1,3370
NC1=NC2(CO1)c1cc(-c3ccc(F)nc3F)ccc1OC1(CCC1)C21COC1,3370
C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cc(Cl)n(C)n3)cs2)CO1,3380
COc1ccc(C2(c3cccc(Br)c3)N=C(N)N3CC(F)(F)CN=C32)cc1,3388.44
NC1=NC2(CO1)c1cc(-c3ccccc3)ccc1OC1(CCC1)C21COC1,3390
C(=N/C1CCN(Cc2ccccc2)CC1)\c1ccccc1,3400
CC1(c2cccc(NC(=O)c3ccccn3)c2)COCC(N)=N1,3400
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc(OC)c1,3400
COc1ccc([N+](=O)[O-])c(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)c1,3400
NC1=C[C@@](CF)(c2cc(Nc3nccc4cc(Cl)cnc34)cc(F)c2F)[C@@H]2C[C@@H]2O1,3410
N#Cc1cncc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,3420
COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nn1,3440
COc1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1,3467.37
CN1C(=O)CC(C)(c2ccc(Cl)c(Cl)c2)N=C1N,3500
COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1,3500
Fc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)c(F)c1,3500
N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1cc(Cl)ccc1Cl,3500
O=C(Nc1cc(Br)ccc1N1CCNCC1)c1ccc2ccccc2n1.O=C(O)C(F)(F)F,3500
Cc1cc(NC(=O)c2ccc(Cl)cn2)cc([C@]2(C(F)F)N=C(N)O[C@H]3C[C@H]32)c1F,3530
NC1=NC2(CO1)c1cc(-c3ccc(F)nc3)ccc1OC1(CCC1)C21COC1,3560
NC1=NC2(CO1)c1cc(-c3ccccc3F)ccc1OC1(CCC1)C21COC1,3590
CN(C)Cc1ccccc1-c1ccc(NCCCN2CCCCC2)cc1,3600
COc1cccc(-c2cccc(C3(C4CC4)NC(=N)N(C4CCOCC4)C3=O)c2)c1,3600
NC1=NC(CF)(c2cc(NCc3ccc(Br)cc3Cl)ccc2F)COC1,3600
NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2Cl)[C@@H]2C[C@@H]2O1,3605
CC1CC=C(c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)CC1,3630
COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(C)cc3)ccc1O2,3630
N#Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)ccc1F,3630
COc1ccc(OC)c(-c2ccc3c(c2)C2(CCO3)N=C(C)C(N)=N2)c1,3640
COCc1cc(NC(=O)c2ccc(OC(F)(F)F)cc2)cc(C2(C)CCSC(N)=N2)c1,3642
Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,3670
CC1=NC2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](OC(C)C)CC1,3700
Cc1noc(C)c1[C@]1(C)C[C@@H](c2cc(-c3cncnc3)c(F)cc2F)N=C(N)S1,3700
CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCC(C)C,3700
Cn1c(N/N=C/c2cccc(Cl)c2Cl)nc2ccccc2c1=O,3700
COc1ccc(NC(=O)c2cccc(NC(=O)C[n+]3ccccc3)c2)cc1.[Cl-],3700
N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1,3700
CN(C)C(=O)C1=CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1,3702.8
CC(C)C(Nc1ccc(F)c([C@]2(C)COCC(N)=N2)c1)c1ccc(Cl)cn1,3710
Cc1ccc([C@]23COCC[C@H]2CSC(N)=N3)c(F)c1,3730
COc1cccnc1Nc1ccc2c(c1)C1(COC(N)=N1)C1(COC1)CO2,3750
NC1=N[C@](CF)(c2cc(Oc3cc(C(F)(F)F)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,3760
O=[N+]([O-])c1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,3785
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3790
Cc1nc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)cs1,3800
CN1C(=O)[C@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,3810
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc(C4CC4)on3)cs2)CO1,3820
NC1=N[C@@]2(COCC1)c1cc(Br)ccc1Oc1cnc(Cl)cc12,3826
C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cn(C)nc3C(F)(F)F)cs2)CO1,3840
CSc1cccc2c(O)c(C(=O)Nc3ccc(N(CCO)CCO)cc3)cnc12,3840
CC1(C)Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,3900
COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)cc(Cl)c2)cc1,3900
COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccncc3)ccc1O2,3900
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,3900
Cc1ccc(/C=N/NC(=O)N2CCN(c3ccccn3)CC2)cc1,3920
C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cnn(C)c3)cs2)CO1,3940
COC[C@@H]1CSC(N)=N[C@]1(C)c1ccc(F)cc1F,3940
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3COCCO3)c2)CC1,4000
Cc1ccc(NC(=O)c2cccc(NC(=O)C[n+]3cccc(C(=O)NCCc4ccccc4)c3)c2)cc1.[Cl-],4000
Cc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)c(C)o1,4000
CN1C(=O)C[C@@](C)([C@@H]2C[C@H]2c2cccc(CCc3ccccc3)c2)N=C1N.O=C(O)C(F)(F)F,4000
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)cc(OC)c1OC,4000
COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,4000
CS(=O)(=O)c1ccc(-c2ccccc2[C@@H]2CNC[C@H]2C(=O)N2CCOC[C@@H]2c2ccccc2)cc1,4000
O=C([C@@H]1CNC[C@]12CCCc1ccccc12)N1CCC(c2ccccc2)CC1,4000
Cc1ccc(CNC(=O)C(CCN)N(C)CCC=C2c3ccccc3CCc3ccccc32)cc1,4030
C#CCOc1cnc(C(=O)Nc2cc(F)c(Cl)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)cn1,4070
COC(=O)c1ccnc(Oc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,4070
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2ccnnc2)C1=O,4079.5
CO[C@H]1CC2(Cc3ccc(-c4cccc(C#N)c4)cc3C23N=C(N)N(C)O3)C[C@H]1OC,4106
COC[C@@H](C)NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,4180
NC1=N[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)[C@@H]2C[C@@H]2O1,4185
COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccccc4)c[nH]3)[nH]c(=O)c2C#N)c1,4200
CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N(CC(C)(C)O)C1=O,4226
C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccnn3C3CC3)cs2)CO1,4240
COc1cc2oc3c(c(=O)c2c(O)c1C)-c1ccc(O)cc1OC3O,4240
CC1=NC2(CCOc3ccc(-c4cccc(F)c4F)cc32)N=C1N,4250
COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cc(Cl)ccc3F)ccc1O2,4290
CC(C)c1ccnc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1,4300
CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,4300
C#Cc1csc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,4316
COC1CCC2(CC1)Cc1ccc(Br)cc1C21CN(CC(F)(F)F)C(N)=N1,4327
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CN(S(=O)(=O)c2cccc(C)c2)CCN1,4350
Cc1cccc(/C=N/NC(=O)N2CCN(c3ccccn3)CC2)c1,4370
C(=N\C1CCN(Cc2ccccc2)C1)\c1ccccc1,4381
Cc1ncncc1-c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2,4400
CN1C(=N)NC(c2cccnc2)(c2cccc(-c3cccc(Cl)c3)c2)C1=O,4400
Oc1ccc(/C=N/CCn2ccc3ccccc32)c(O)c1,4400
Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)c(O)c1,4426
CCCOc1cccc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)c1,4450
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)no2)CCCCC1,4457
C[C@]1(c2cc(NC(=O)c3cnc(NCC(F)(F)F)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,4500
CC1(c2cccc(/C=C/C(=O)Nc3ccc(Cl)cc3)c2)CCSC(N)=N1,4500
CC1(c2cccc(C=CC(=O)Nc3ccc(Cl)cc3)c2)CCSC(=N)N1,4500
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,4500
CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N(C)C1=O,4509.3
C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ncnn3C)cs2)CO1,4560
NC1=N[C@](CF)(c2cc(Oc3cccc(C(F)(F)F)n3)ccc2F)C[C@@H](C(F)(F)F)O1,4560
Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,4584
COCc1cc(NC(=O)c2ccc(C(F)(F)F)cc2)cc(C2(C)CCSC(N)=N2)c1,4586
CC(C)C1(c2cccc(-c3cccc(Cl)c3)c2)NC(=N)N(C)C1=O,4600
Cc1cccc(-c2ccc(-c3ccccc3)n2CC(=O)NC(=N)N)c1,4600
CCOc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccccc4)c[nH]3)[nH]c(=O)c2C#N)c1,4600
COc1cccc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,4600
NC1=N[C@](CF)(c2cc(C#Cc3cccc4cc[nH]c34)ccc2F)C[C@@H](C(F)(F)F)O1,4600
COc1cc(/C=N/NC(=O)N2CCN(c3ccccn3)CC2)cc(OC)c1OC,4640
O=C(N/N=C/c1ccc(O)cc1O)N1CCN(c2ccccn2)CC1,4640
NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC(C1CC1)C21COC1,4670
O=C(N/N=C/c1ccc(O)cc1)N1CCN(c2ccccn2)CC1,4680
CC#Cc1cncc(-c2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c1,4685
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCNCC1,4700
Cc1cnc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)cn1,4700
NC1=N[C@@](c2cc(NC(=O)CC(F)(F)F)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,4700
CN1OC2(CC3(CCOCC3)c3ccc(-c4cccc(C#N)c4)cc32)N=C1N,4702.2
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(Cc3ccccc3)cc21,4705
C[C@@]1(c2cc(Nc3cccc4cc(OCCF)cnc34)ccc2F)COCC(N)=N1,4770
COC1Oc2cc(O)ccc2-c2c1oc1cc(O)c(C)c(O)c1c2=O,4770
C#CCOc1cnc(C(=O)Nc2ccc(Cl)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)cn1,4780
NC1=NC(c2ccccc2)(C2CCCCC2)C(=O)N1CCCO,4797.33
CN1C(=N)NC(C)(c2cccc(-c3cccc(Cl)c3)c2)C1=O,4800
O=C(CN1C(=O)/C(=N\NC(=O)c2cc([N+](=O)[O-])ccc2O)c2ccccc21)NC1CCCCC1,4800
CC1(c2cccc(/N=C(\NO)c3ncc(Cl)cc3Cl)c2)CCSC(N)=N1,4850
CC1=NC2(N=C1N)c1cc(Br)ccc1CCC21CC1,4870
CN(CCC=C1c2ccccc2CCc2ccccc21)C(CCN)C(=O)NCc1ccc(F)cc1,4880
COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3Cl)ccc1O2,4880
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ncc(C(C)(C)C)o2)CC1,4900
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1.Cl,4900
NC1=NC2(c3cc(-c4cncnc4)ccc3OCC23CC3)C(F)(F)CO1,4910
NC1=NC2(CO1)c1cc(-c3cncc4ccccc34)ccc1OC1(CCC1)C21COC1,4950
CCCCNC(=O)NCc1ccc(CN2C(=N)NC(C)(CC3CCCCC3)C2=O)cc1,5000
CCOC(=O)/C=C/c1cccc(C2(C)CCSC(N)=N2)c1,5000
CCOC(=O)C=Cc1cccc(C2(C)CCSC(=N)N2)c1,5000
CN(C)Cc1ccn(-c2ccc(NCCCN3CCCCC3)c(OCCN3CCCCC3)c2)c1,5000
COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCNCC3)c(=O)oc12,5000
COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCNCC3)c(=O)oc12.O=C(O)C(F)(F)F,5000
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc4ccncc4o3)C[C@H]2CS1,5020
Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)on1,5040
COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(OC(F)(F)F)cc3)ccc1O2,5060
CC1(c2cc(Br)cc(NC(=O)c3cccs3)c2)CCSC(N)=N1,5100
COc1ccc(C2(c3cccc(-c4cccnc4F)c3)COC(N)=N2)cc1,5100
COC1CCC2(CC1)Cc1ccc(O)cc1C21N=C(N)N(C)O1,5158
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccsc2)CO1,5170
NC1=N[C@@](c2cc(NC(=O)C3CC3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,5170
CCc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)co1,5200
Cn1nc(Nc2cccc(C3(C)COCC(N)=N3)c2)c2ccc(Br)cc21,5200
NC1=N[C@@](c2cc(NC(=O)c3cc4cncnc4[nH]3)ccc2F)(C(F)F)COC1,5200
Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccccc2)n1,5200
COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)c2ccccc2)c1,5214
NC1=N[C@@](c2cc(N[C@H](c3ccc(Cl)cn3)C(F)(F)F)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,5245
